	SNF2_14	SNF2_15	SNF2_31	SNF2_33	SNF2_42	SNF2_44	WT_02	WT_18	WT_20	WT_39	WT_42	WT_45
YGR017W	657	416	395	854	389	678	613	608	364	425	512	705
YGR107W	39	38	22	42	22	59	7	4	3	3	6	9
YGL039W	1014	498	462	1131	574	903	890	778	487	551	745	974
tL(CAA)G3	0	0	0	0	0	1	0	0	0	0	0	0
YGL123C-A	0	0	0	0	0	0	0	0	0	0	0	0
YGL002W	796	514	450	990	479	788	512	445	293	298	428	525
YGR044C	354	343	278	447	294	416	558	632	526	459	540	725
YGR193C	1595	1260	1268	2130	1099	1695	1022	1047	887	819	899	1269
YGL033W	14	4	3	25	9	13	11	5	1	2	9	4
YGR165W	514	295	313	643	315	515	447	395	285	302	315	553
YGL030W	20666	22839	20462	29889	17651	20095	20575	18400	15384	18282	17383	31568
YGL128C	238	301	250	325	188	307	178	181	143	151	156	239
YGL063C-A	0	0	0	0	0	0	0	0	0	0	0	0
YGL007C-A	13	8	10	30	12	25	5	4	2	2	2	4
YGL175C	74	35	39	55	44	62	46	54	21	48	41	59
YGL223C	521	393	365	601	314	523	386	364	289	280	346	438
YGR190C	19	13	10	17	11	24	27	26	5	18	17	30
YGL004C	550	398	395	694	427	638	325	360	229	252	283	385
YGL148W	5101	5363	5110	6434	4211	4391	3970	3950	3751	4684	3661	7398
YGR281W	1418	813	773	1572	814	1090	1322	1370	913	1070	1294	1861
tH(GUG)G2	1	0	0	0	0	1	0	1	0	0	0	0
tF(GAA)G	1	0	0	0	0	0	0	0	0	0	0	0
YGR078C	534	462	424	671	413	560	430	322	263	334	402	506
YGL133W	859	529	448	1101	562	887	648	585	386	440	556	762
tV(AAC)G2	1	0	3	3	0	1	2	0	0	2	2	1
YGR295C	946	649	499	1150	628	898	759	662	539	586	593	801
YGR048W	1302	645	755	1553	789	1382	671	718	504	429	704	788
YGR065C	610	502	471	741	400	596	387	332	342	347	314	561
YGL051W	62	44	31	76	26	68	51	43	44	29	23	48
YGL220W	905	1018	972	1182	695	857	801	663	636	744	654	1003
YGR019W	1891	1681	1525	1971	1307	1903	1075	1158	1168	903	1127	1275
YGL010W	313	209	184	427	209	396	223	170	138	110	177	208
YGL090W	373	225	170	415	209	316	200	181	128	163	174	244
YGR054W	1481	893	922	1954	927	1332	1512	1428	902	1159	1261	2008
YGR174W-A	48	15	16	41	18	42	22	25	18	7	11	9
YGL032C	186	180	167	251	157	289	167	141	121	105	153	185
tE(UUC)G2	1	0	0	0	0	0	1	1	0	0	0	0
YGL179C	421	433	393	522	361	458	497	442	310	496	315	761
tE(UUC)G3	0	0	0	0	0	0	0	0	0	0	0	1
YGR002C	477	225	212	608	288	459	313	292	185	199	268	361
YGL134W	460	304	258	586	273	519	371	295	177	250	255	448
YGL235W	0	0	0	0	0	0	0	2	0	0	0	0
YGL006W	3076	2098	1873	3770	2252	2856	1806	2263	1814	1962	1911	2384
YGR028W	715	544	454	798	486	676	425	434	335	358	413	481
YGR283C	315	268	284	416	230	432	413	313	215	291	316	544
YGR249W	495	455	400	655	413	577	784	796	415	571	551	1079
snR82	200	83	79	213	92	190	113	98	103	51	67	74
snR7-L	2	1	0	0	1	0	0	1	1	0	2	0
YGL232W	580	357	317	823	403	622	555	476	297	337	439	566
YGL157W	1637	810	818	1780	869	1596	1360	1374	894	844	1191	1316
YGL118C	9	11	6	14	6	11	9	5	7	7	10	6
YGR012W	669	682	634	917	551	732	508	413	345	383	376	639
YGR242W	21	10	11	14	17	22	20	12	6	17	21	14
YGR014W	1557	1068	1149	1748	994	1508	1414	1292	892	1068	1186	2136
YGR038C-A	0	0	0	0	0	0	0	0	0	0	0	0
YGR161C-C	0	0	0	0	0	0	0	0	0	0	0	0
YGR027W-A	0	0	0	0	0	0	0	0	0	0	0	0
YGR109W-A	0	0	0	0	0	0	0	0	0	0	0	0
YGR027W-B	0	0	0	0	0	0	0	0	0	0	0	0
YGR038C-B	0	0	0	1	1	0	2	1	1	0	0	2
YGR161C-D	4	6	5	4	6	2	5	5	6	4	5	14
YGR161W-A	0	0	0	0	0	0	0	0	0	0	0	0
YGR109W-B	222	179	170	284	168	264	135	115	66	114	117	181
YGR161W-B	0	0	0	0	0	0	0	0	0	0	0	0
YLL050C	6309	5013	3913	7297	4273	6201	3619	3485	2674	2916	3595	4243
YLL032C	292	165	166	362	162	286	290	286	168	236	264	395
YLR466W	0	0	0	0	0	0	0	1	0	0	0	0
YLR054C	150	186	118	175	123	175	38	48	75	61	31	59
YLR437C	839	1014	1121	1052	650	952	589	465	539	577	503	891
YLR217W	1	0	0	2	0	2	1	2	2	0	1	0
YLL056C	284	244	241	348	210	281	96	129	98	85	98	189
YLR128W	214	253	223	234	211	242	180	159	157	127	165	229
YLR279W	53	72	51	103	46	81	28	28	24	18	26	33
YLR075W	10076	10906	7847	11836	7011	8934	9746	8092	6389	9650	8316	13925
YLR052W	591	450	400	720	402	640	565	462	296	447	404	690
YLR159C-A	0	0	0	0	0	0	0	0	0	0	0	0
YLR025W	2068	1564	1648	2963	1584	2018	1257	1229	1085	1070	1188	1721
YLR049C	537	320	265	599	296	541	221	214	119	118	172	254
YLR308W	2	2	4	2	4	6	3	3	1	0	5	5
YLR032W	489	269	286	572	263	427	334	284	175	259	259	425
ETS2-2	0	0	0	0	0	0	0	0	0	0	0	0
YLR251W	287	298	214	306	212	317	225	193	210	172	180	279
YLR321C	381	272	243	543	278	409	357	294	165	241	266	412
YLR327C	1360	954	861	1164	701	1604	2074	2945	4216	2029	3491	2101
YLR154C-H	0	0	0	0	0	0	0	0	0	0	0	0
YLR247C	986	726	524	1200	770	915	612	720	420	494	584	745
YLR167W	42007	53628	44377	54087	33146	36935	41185	35389	32954	45220	36191	65876
YLR220W	1820	1388	1358	2378	1202	1662	1028	933	899	913	1019	1474
YLR455W	414	154	174	542	192	366	311	292	118	159	227	274
YLR282C	2	3	5	7	1	7	2	1	2	5	3	2
YLR094C	745	574	695	967	491	848	419	415	314	406	380	637
YLR272C	421	261	256	531	281	400	305	341	194	257	262	440
YLR264C-A	391	222	136	661	317	372	831	632	317	195	472	636
YLR338W	2	2	3	1	2	1	1	5	3	6	3	2
YLR181C	1101	788	848	1519	792	1014	572	547	431	476	545	732
YLR458W	1	1	4	1	2	3	1	0	1	2	0	3
YLR180W	3776	3981	3719	4827	2811	3001	4656	4420	4348	4858	3916	8481
YLR250W	2078	1467	1278	2438	1172	1914	901	995	709	722	911	1002
YLR222C-A	31	17	18	56	27	28	31	26	6	8	19	34
YLR424W	233	109	120	329	138	270	184	140	87	88	126	190
YLR253W	1027	771	792	1317	679	976	660	666	557	593	600	934
YLR390W-A	6658	6274	6046	9397	5182	8074	4449	4427	3693	4163	4612	7046
YLR233C	250	151	138	331	150	291	183	135	82	89	120	157
YLR347W-A	0	0	0	0	0	0	0	0	0	0	0	0
YLR117C	876	353	382	1036	432	827	545	471	298	298	415	562
YLR110C	83512	110010	101840	124029	74364	98523	64549	58675	62379	76552	70419	107530
YLR072W	1528	1160	1291	1811	1084	1396	761	795	619	688	761	1185
YLR069C	1217	977	1063	1439	802	1090	877	958	780	836	915	1397
YLR403W	635	435	437	635	422	519	654	648	415	548	446	999
YLR008C	349	166	191	436	174	313	481	361	255	337	338	497
YLR231C	773	679	576	912	579	748	307	341	336	279	319	514
YLR264W	822	1176	778	1146	794	623	1744	1545	1115	1787	1303	2617
YLR164W	254	180	194	325	182	313	111	121	94	85	112	140
YLR079W	1510	1317	1254	2053	1010	1764	962	760	605	638	764	1089
YLR103C	358	212	267	467	234	310	178	172	111	166	132	243
YLR170C	0	0	0	0	0	0	0	0	0	0	0	0
YLR228C	1467	1055	1016	1650	1064	1413	976	987	763	830	897	1411
YLL036C	637	484	479	785	438	662	645	550	326	487	486	833
YLR467C-A	0	0	0	0	0	0	0	0	0	0	0	0
YLR198C	39	8	17	49	18	35	42	27	15	9	15	34
snR61	14	15	16	23	9	31	37	22	16	2	25	25
YLR411W	158	94	106	175	95	159	98	76	43	66	69	137
YLR056W	2886	3545	3147	4242	2757	2940	4720	3993	3083	3967	3548	7668
YLR429W	3197	1688	1663	3734	1891	2782	1792	2068	1400	1546	1875	2549
YLL060C	865	783	822	982	599	886	211	254	206	213	233	298
YLR310C	2069	933	951	2233	1118	1668	1167	1272	670	924	1109	1608
YLR342W	12787	9026	8264	14609	8244	10082	8314	9268	6361	7980	8263	12806
YLR017W	643	705	583	796	494	544	660	523	429	644	550	1034
tL(UAG)L2	0	0	0	0	0	0	0	0	0	0	0	0
YLR304C	4265	3483	3056	4777	2842	3338	4299	4854	3479	3524	4325	5757
YLL052C	21	21	20	46	23	23	112	103	74	94	106	188
YLR027C	5597	5334	4737	6309	4565	5276	2963	3073	2706	2691	2937	4356
YLR214W	1240	759	657	1563	815	1176	2359	2498	1062	1495	1901	2778
ITS2-2	0	0	0	0	0	0	0	0	0	0	0	0
YLL062C	240	157	133	266	145	234	99	126	115	55	78	84
YLR378C	3307	2633	2568	4099	2386	3482	2130	2051	1557	1699	1951	2878
YLR023C	1039	695	713	1207	635	855	721	684	578	584	658	919
YLR425W	803	367	379	852	452	744	413	447	291	314	390	476
YLR073C	43	27	30	73	21	43	76	36	28	57	36	110
YLL008W	702	314	363	1033	372	567	1199	1008	378	933	845	1782
YLL063C	234	192	171	270	172	246	167	121	101	95	121	219
YLR449W	2712	1588	1854	4018	1683	2258	2452	2295	1322	2395	2300	4005
YLL046C	1	0	0	2	0	2	1	0	0	0	2	0
YLR089C	2098	1472	1567	2434	1260	2032	2177	2464	1865	1763	2321	2724
RDN18-1	0	0	0	0	0	0	0	0	0	0	0	0
YLR020C	956	561	549	1221	567	824	655	652	351	478	519	858
YLR190W	633	446	450	706	375	668	673	546	397	490	549	836
YLR045C	1038	725	711	1211	759	1004	677	677	467	620	606	922
YLR285W	919	693	631	1085	582	800	733	645	476	548	586	887
YLR322W	0	0	0	0	2	0	0	0	1	0	2	0
YLR276C	1155	553	669	1507	586	947	1511	1312	603	1153	1179	2227
YLR346C	31	23	24	34	20	51	100	82	78	67	93	91
YLR156W	0	0	0	0	0	0	0	0	0	0	0	0
YLR135W	389	245	269	511	266	399	202	209	124	179	179	247
YLR261C	4	4	3	7	1	6	1	1	2	0	0	1
YLL066C	5	2	3	3	3	3	0	1	2	0	3	0
YLR077W	1007	927	827	1256	689	888	551	595	486	599	536	1007
YLR144C	683	427	401	745	429	591	416	457	285	311	376	506
YLR414C	3312	4733	2972	4247	3603	3823	1434	1702	1567	1720	1428	1866
YLR030W	172	117	114	205	120	218	102	89	53	76	86	137
YLR301W	2003	1627	1411	2537	1501	1583	1213	1211	980	1220	1202	1944
YLR252W	127	88	69	140	88	177	68	67	54	57	64	73
YLR427W	1187	827	855	1442	840	1187	854	870	576	757	821	1164
YLR200W	582	400	444	760	371	619	481	387	289	369	447	556
YLR150W	20627	16756	14879	25597	14871	15764	16538	17779	13146	18635	16391	30121
YLL021W	2248	1231	1420	2820	1462	1883	1215	1253	686	1074	1087	1899
YLR078C	739	629	536	902	566	738	484	456	339	341	445	556
YLR153C	6485	5193	4979	7589	4211	5105	3571	3663	2867	3539	3279	5521
YLR404W	233	186	155	245	149	246	155	133	81	103	148	159
YLR014C	121	57	47	150	41	86	131	105	41	98	70	196
YLL005C	337	114	125	368	157	350	255	231	123	94	204	216
tQ(UUG)L	1	0	0	0	2	0	1	0	0	0	0	0
YLR262C	372	275	256	496	265	367	265	239	151	233	253	309
YLR296W	8	3	3	6	8	8	1	2	0	2	4	4
YLR234W	128	99	112	146	66	107	89	100	76	88	69	187
YLR096W	1039	633	736	1285	694	979	1106	1000	571	871	857	1565
YLR271W	366	179	156	418	235	362	217	193	141	118	203	185
YLR033W	931	479	536	1208	580	820	652	601	391	509	572	720
YLR278C	1357	1020	1018	1690	969	1419	987	1041	653	872	913	1521
YLL055W	575	377	295	599	311	487	300	281	182	205	259	311
YLR266C	689	416	335	693	402	594	460	465	294	322	346	531
YLL030C	0	0	0	2	2	2	0	0	0	0	0	0
YLR323C	272	157	150	367	190	271	165	119	98	130	126	213
YLR007W	599	501	459	699	417	602	462	431	280	340	332	626
YLR406C-A	4	3	2	1	0	2	2	3	1	2	1	1
YLL015W	2092	1228	1216	2463	1412	1792	1274	1430	981	1003	1248	1716
YLR343W	397	210	241	479	186	371	321	290	148	219	266	462
YLR269C	79	59	71	108	48	97	57	63	45	44	56	95
tN(GUU)L	0	0	0	0	0	0	1	0	0	0	0	0
YLR210W	235	150	153	291	165	257	149	122	91	119	117	178
YLR058C	1559	1556	1135	1911	1397	1321	2992	4417	7182	4132	3392	5229
YLR145W	259	192	206	339	173	282	205	159	133	138	167	241
YLR080W	417	414	334	477	307	409	141	174	176	133	165	196
YLR443W	668	557	474	735	394	606	499	444	318	397	387	608
YLR325C	8064	5405	4704	10677	5096	8173	8587	6939	4769	6510	7211	8984
YLL006W	277	202	157	308	207	245	257	222	177	170	199	262
YLR074C	874	849	902	1213	601	1015	1116	832	622	915	869	1774
RDN5-5	0	0	0	0	0	0	0	0	0	0	0	0
YLR311C	49	8	11	66	15	53	11	9	3	2	2	5
YLR191W	571	375	395	737	342	610	318	256	210	221	246	345
YLR235C	0	0	0	0	0	0	0	0	0	0	0	0
YLR364C-A	0	0	0	0	0	0	0	0	0	0	0	0
ITS2-1	0	0	0	0	0	0	0	0	0	0	0	0
YLR288C	431	465	414	563	303	482	300	270	225	228	234	412
YLL001W	1198	633	683	1377	747	1082	630	626	477	496	651	768
YLR409C	562	366	375	773	310	504	917	710	305	774	538	1538
YLR099C	717	567	617	807	522	784	854	827	523	573	656	1210
YLR131C	863	453	602	1014	539	752	490	512	402	432	506	836
YLR362W	894	486	535	966	504	778	400	438	305	345	425	562
YLR256W	2308	2194	1626	2652	1888	1979	2377	2636	1649	2218	2244	3621
YLR068W	172	43	37	255	63	124	238	144	54	102	171	224
YLR101C	62	31	26	59	44	53	33	22	21	20	30	28
YLR341W	129	102	64	135	66	126	51	36	27	16	30	49
YLL054C	238	105	103	278	105	204	245	214	107	141	210	310
YLR186W	669	574	539	1018	458	736	969	710	377	686	645	1316
YLR143W	493	277	279	650	289	421	389	359	210	334	292	531
YLR368W	399	304	293	493	244	426	300	252	177	207	217	331
YLR393W	153	131	107	147	115	129	129	109	91	104	115	164
YLR176C	449	290	282	551	291	447	338	386	211	246	303	461
YLR126C	574	321	318	677	311	494	355	344	233	246	304	442
YLR099W-A	839	2139	1705	1156	931	904	460	343	504	548	354	706
YLR423C	262	112	119	314	139	253	134	123	62	93	116	141
YLR357W	649	419	479	767	435	659	534	474	282	390	469	733
YLR197W	2432	1147	1081	2882	1336	1729	2602	2390	1228	2360	2226	3869
ETS1-1	0	0	0	0	0	0	0	0	0	0	0	0
YLR187W	384	356	292	641	332	444	319	354	149	275	249	433
RDN5-2	0	0	0	0	0	0	0	0	0	0	0	0
YLL034C	459	166	204	683	214	335	613	519	221	477	449	967
YLL023C	2036	1822	1594	2484	1475	2220	1021	1014	900	884	1020	1321
YLR065C	1190	956	847	1578	888	1156	918	807	622	736	821	1159
YLL031C	903	594	592	1116	612	816	762	724	435	546	545	1040
YLR419W	418	186	212	575	239	412	472	383	191	284	321	549
YLR149C-A	20	32	16	52	20	18	34	32	31	46	28	45
YLR294C	347	261	247	525	266	486	244	180	217	113	185	242
YLR405W	417	376	424	652	268	441	454	362	239	348	319	630
YLR157C-C	0	0	0	0	0	0	0	0	0	0	0	0
YLR463C	0	0	0	0	0	0	0	0	0	0	0	0
YLR026C	690	630	628	991	524	792	572	564	435	367	478	700
YLR267W	371	193	182	390	200	381	216	331	257	142	302	242
YLR093C	1837	1489	1430	2155	1179	1978	990	1008	845	823	942	1202
YLR085C	740	559	600	816	497	724	447	454	358	323	389	601
YLR246W	430	335	305	513	286	456	251	242	195	180	234	280
YLR433C	601	290	331	754	348	531	506	458	274	323	399	663
YLR227C	337	195	196	434	234	361	268	228	140	140	187	248
YLR012C	8	5	2	9	6	8	3	1	1	1	0	0
YLR111W	167	95	94	207	79	232	15	18	7	4	16	14
YLR152C	565	402	371	702	378	633	556	525	406	394	444	666
YLR370C	1019	898	798	1285	782	1242	869	809	747	676	824	960
YLL026W	4923	6772	3359	6518	5912	4492	6909	8309	8204	9129	6733	8783
YLR289W	329	172	202	402	204	389	166	216	133	146	176	262
YLL066W-B	0	0	0	1	0	0	0	0	2	0	0	0
YLR114C	1853	1466	1417	2632	1380	1333	1159	1133	840	1373	1201	1911
YLR213C	524	329	400	618	331	593	185	160	92	105	127	236
YLR146C	523	418	471	645	302	489	511	385	303	406	369	687
YLR445W	6	0	0	8	2	4	4	3	3	1	4	5
RDN18-2	0	0	0	0	0	0	0	0	0	0	0	0
YLR169W	226	94	115	315	136	200	114	90	81	71	118	112
YLR202C	32	12	19	63	30	53	41	36	22	12	27	24
YLL053C	44	34	35	72	46	48	182	169	117	151	171	243
YLR333C	3788	3034	2525	4958	2590	3808	3908	3357	2427	3073	2969	4651
YLR082C	344	156	149	473	187	337	227	207	111	126	162	231
YLR193C	528	304	299	596	297	566	303	218	171	202	251	295
YLL043W	3933	2697	2789	4916	2618	3450	1858	2033	1411	1695	1794	2868
YLR337C	2018	1455	1630	2353	1535	1829	1117	1482	1197	1293	1318	2122
YLL066W-A	0	0	0	0	0	0	0	0	0	0	0	0
YLR039C	690	313	300	756	362	585	499	465	279	304	402	563
YLR457C	183	75	96	229	123	271	94	99	58	59	71	93
YLR377C	189	137	143	179	110	226	75	99	61	83	73	129
YLR104W	508	541	554	734	390	631	346	267	266	232	265	396
YLR319C	687	266	301	855	380	601	410	428	201	366	427	609
YLR184W	2	1	0	3	2	2	1	4	0	3	0	1
YLR317W	1	0	0	1	0	2	0	0	0	0	0	0
YLL003W	619	342	362	769	380	630	359	343	188	235	280	439
YLR004C	198	201	168	230	150	202	118	146	91	100	104	164
YLR407W	297	237	236	356	175	304	157	130	101	104	102	230
YLR336C	261	97	133	363	124	203	307	254	103	201	191	372
YLR430W	1881	1125	1228	2278	1143	1678	1238	1218	793	956	1132	1750
YLR436C	1551	873	943	1698	898	1510	1177	1076	696	791	893	1318
YLR347C	820	558	508	971	498	732	841	789	445	694	639	1230
YLR324W	1733	959	909	1959	1173	1554	656	773	566	545	730	868
tV(AAC)L	0	0	1	1	1	4	1	0	2	2	1	2
YLR460C	109	87	76	123	64	90	104	58	46	67	71	107
YLR113W	3967	4132	3734	4424	2823	3859	3199	2931	2749	2744	2690	4697
YLR046C	375	259	248	508	262	381	185	187	149	131	179	239
YLR125W	79	51	30	92	36	72	65	48	20	32	29	61
YLR196W	1599	961	1204	2339	990	1346	1868	1566	845	1811	1452	3259
YLR363W-A	152	39	55	209	61	129	211	148	70	94	127	201
YLL061W	1548	1044	986	1873	975	1291	346	412	435	316	358	477
YLR119W	267	127	142	329	207	347	182	156	109	105	151	146
snR57	35	20	14	48	12	39	37	17	18	7	27	19
YLL020C	38	18	19	65	29	65	21	23	11	11	29	20
YLR163C	747	554	578	961	530	747	538	471	387	446	484	708
YLL014W	631	594	504	768	413	657	570	412	410	434	429	622
YLR129W	590	241	288	845	293	516	887	616	265	621	514	1208
tD(GUC)L2	1	0	0	0	0	0	0	0	0	0	0	0
YLR173W	654	632	596	718	443	550	416	448	440	355	415	659
YLR090W	834	544	531	1075	564	749	627	761	503	549	648	885
YLR286W-A	0	0	0	0	0	0	0	0	0	0	0	0
snR55	13	4	3	13	8	28	12	18	4	0	10	3
YLR259C	6791	5731	5319	8054	4747	5366	4893	5613	4530	4779	5316	7625
YLR219W	2107	1543	1552	2342	1387	1972	1072	1224	867	1017	1071	1649
YLR401C	789	574	541	1049	524	664	658	583	316	611	516	1182
YLL058W	862	597	567	987	556	799	379	414	385	370	389	478
YLR177W	2355	1746	1594	2517	1465	2460	2267	2366	1711	1556	2038	2601
YLR415C	57	36	25	45	30	45	15	17	11	11	15	20
YLR467W	0	0	0	0	1	0	0	0	0	0	0	0
YLR302C	0	0	0	0	0	0	0	0	0	0	0	0
YLR185W	5027	7617	6220	7048	4399	6519	5940	3618	3978	4982	4335	6128
YLR060W	3796	3067	2638	4501	2752	3166	3660	3646	2712	3460	3054	5762
YLR313C	181	142	111	208	114	183	99	83	68	63	77	109
YLR303W	0	0	0	0	0	0	0	0	0	0	0	0
YLR154W-B	0	0	0	0	0	0	0	0	0	0	0	0
YLL029W	2564	1748	1829	2916	1619	2464	1653	1674	1128	1312	1459	2208
YLL047W	0	0	0	0	1	1	1	2	1	0	0	0
YLR285C-A	238	86	86	361	128	301	253	213	94	56	113	157
YLR001C	860	474	496	1035	586	788	380	426	305	319	428	482
snR79	6	1	4	8	2	8	7	0	5	4	4	4
YLR465C	0	0	0	0	0	0	0	0	0	0	0	0
YLR015W	383	197	213	505	219	346	278	297	189	240	258	452
YLR432W	2976	2188	2002	3681	2121	2459	3274	3112	2160	2868	2701	4939
YLR081W	149	109	97	176	119	167	120	111	103	91	107	152
YLR166C	699	331	367	841	441	674	550	478	277	310	439	538
YLR383W	891	427	374	1141	551	687	336	423	213	340	337	502
YLR035C	336	225	217	437	265	297	253	220	134	169	186	282
YLR044C	118889	122644	100981	135796	97786	94585	88072	106580	89372	113743	103748	175216
YLR293C	8606	6779	6809	11002	6669	7340	6555	6426	4666	5786	5753	10375
YLR399W-A	0	0	0	0	0	0	0	0	0	0	0	0
YLR192C	5653	3044	3042	7251	3802	4975	3059	3055	1870	2178	2892	3801
YLR300W	3358	3256	3529	4736	2412	3140	6579	6247	4819	5218	5657	9325
YLR098C	384	175	174	400	238	378	278	237	152	198	219	300
YLR448W	2981	2471	1945	3654	2125	2316	2895	2780	1973	2821	2758	4235
YLR381W	407	271	310	454	256	437	236	245	158	180	226	323
YLR280C	0	0	0	0	0	0	0	0	0	0	0	0
snR44	157	89	84	202	71	188	246	145	109	102	142	180
YLR367W	3244	4295	3455	4448	2727	3786	3135	2303	2152	2789	2439	3821
YLR309C	1435	589	518	1763	839	1111	710	864	387	616	859	899
YLR299W	1777	930	1113	2010	1123	1476	635	847	616	590	769	920
YLR224W	1775	1444	1477	2205	1168	1893	987	966	634	758	789	1406
YLR029C	17378	16232	12818	21456	13168	15307	15193	14496	10539	15620	14441	23612
YLR373C	681	436	492	914	483	696	572	545	309	420	470	707
YLR092W	939	692	737	1065	645	791	397	403	284	309	347	577
YLL018C-A	361	586	410	443	333	385	303	284	257	301	267	388
RDN25-2	0	0	0	0	0	0	0	0	0	0	0	0
YLR066W	1026	910	722	1287	769	1055	795	651	590	598	691	823
RDN58-1	0	0	0	0	0	0	0	0	0	0	0	0
YLR146W-A	237	243	219	256	153	256	154	111	108	94	117	122
YLR175W	4527	3208	3234	6128	2823	3430	4870	4579	2843	5824	4518	8486
YLR402W	16	27	22	16	15	23	29	17	8	20	13	28
YLR158C	0	0	0	0	0	0	0	0	0	0	0	0
YLL051C	891	691	577	1056	658	937	694	755	511	570	651	1025
YLR314C	3467	2305	2311	4408	2508	3233	2046	2025	1426	1784	2030	2554
YLR438C-A	1366	1987	1815	1817	1173	1318	903	757	829	947	910	1476
YLR209C	844	805	748	1001	613	918	543	481	485	444	484	755
YLR019W	1951	1305	1692	2176	1286	1723	1178	1258	903	966	1055	1769
YLR123C	26	15	10	25	12	15	15	9	11	11	15	19
YLR353W	650	458	450	873	392	585	418	386	249	374	361	607
YLR361C	376	274	237	462	266	310	266	244	196	213	221	365
YLL033W	70	45	37	98	41	92	83	61	36	50	59	101
YLR389C	1907	1174	1150	2266	1410	1823	1317	1315	875	993	1141	1751
YLR438W	322	307	267	328	267	282	340	455	530	405	536	630
YLR290C	447	182	181	567	267	491	278	248	188	145	266	228
YLR270W	1195	825	727	1454	782	1234	695	773	624	552	697	815
YLR194C	2109	4332	3285	3031	2400	2771	2763	3653	4303	4852	2822	4454
YLR006C	1487	840	941	1750	906	1568	924	1029	536	636	822	1120
YLR223C	494	307	365	639	289	406	527	441	215	475	342	847
YLR195C	855	536	524	1141	592	799	726	662	416	472	653	847
YLL016W	539	244	255	616	278	570	357	303	199	203	253	344
YLL067W-A	0	0	0	0	0	0	0	0	0	0	0	0
YLR398C	1384	708	694	1581	841	1231	853	929	545	636	817	1179
YLR418C	614	482	398	795	445	551	563	511	369	378	424	734
YLR010C	102	80	76	108	49	113	64	60	43	32	50	87
YLR307W	79	46	70	105	37	83	17	10	4	10	13	19
YLR356W	835	613	549	1051	676	970	258	269	239	152	269	256
YLR431C	484	320	307	638	341	520	290	239	188	173	249	292
YLR109W	38924	48321	41363	47922	33772	37094	17718	23261	20598	18682	22646	29681
tI(UAU)L	4	0	0	1	0	0	2	0	2	0	0	0
YLR364W	112	86	78	128	59	122	69	57	58	52	50	58
YLR106C	3842	2182	2218	4776	2301	3002	3319	3019	1703	2817	2870	5066
YLR083C	1661	887	933	2065	939	1380	1648	1531	803	1344	1377	2477
YLR274W	963	547	576	992	516	837	541	593	351	451	467	770
YLR413W	1122	780	1070	1568	686	1151	5013	3774	2304	3234	3257	7243
YLR412C-A	6	6	6	10	7	14	2	0	0	1	6	5
YLR340W	22553	22136	19548	30736	19458	21675	15905	17228	13762	18995	17603	31059
YLR055C	1657	1544	1608	2048	1187	1517	822	765	636	767	720	1325
YLR254C	553	372	406	737	325	538	307	294	210	224	235	347
YLL017W	111	118	107	152	81	125	70	64	42	53	69	100
YLR121C	1566	1705	1531	1955	1437	1669	1329	1406	1455	1580	1195	2049
tA(AGC)L	0	2	0	3	0	1	1	2	0	1	1	5
YLL042C	33	45	41	51	22	34	45	31	25	27	25	38
YLR157W-D	0	0	0	0	0	0	0	0	0	0	0	0
YLR211C	240	132	125	287	156	274	102	91	80	71	87	85
YLR400W	30	10	10	34	18	32	17	18	7	20	19	25
YLR105C	766	628	618	1043	551	802	429	406	308	359	370	569
YLR142W	219	168	153	257	171	242	158	157	139	99	124	188
YLR376C	256	189	166	316	175	261	181	124	88	105	127	203
YLR318W	132	72	75	170	87	149	125	90	54	74	71	130
YLR239C	462	339	324	633	301	471	358	369	297	328	345	442
YLR262C-A	1899	1275	1026	2413	1107	1807	1473	1072	896	1036	1127	1355
tE(UUC)L	0	1	0	1	0	0	0	0	0	0	0	0
YLL037W	16	5	10	19	14	10	9	8	6	5	7	4
YLR452C	319	272	218	474	273	373	499	455	296	356	422	625
YLR372W	2685	1856	1959	3524	1814	2546	3057	2628	1742	2586	2529	4058
YLR154W-C	0	0	0	0	0	0	0	0	0	0	0	0
ETS2-1	0	0	0	0	0	0	0	0	0	0	0	0
YLR363C	292	98	107	330	145	213	198	186	111	133	172	204
YLR207W	1343	974	959	1586	1017	1359	762	696	518	605	645	930
YLR312W-A	389	273	263	454	225	436	342	272	202	238	283	386
YLR188W	1165	1008	904	1378	841	1025	693	703	585	582	651	1022
YLR011W	343	416	453	550	297	411	213	201	172	207	205	304
YLR159W	0	0	0	0	0	0	0	0	0	0	0	0
YLR328W	1097	796	794	1286	676	1169	1009	888	613	699	810	1119
YLR171W	1	2	1	1	0	1	2	1	2	4	6	5
YLR241W	1572	999	980	1807	1141	1497	977	1107	741	877	976	1216
YLR245C	145	152	135	157	118	139	140	132	105	101	107	219
YLR360W	550	380	303	684	391	632	413	372	240	272	352	415
snR30	951	552	362	530	328	473	408	475	605	340	308	504
YLR205C	307	252	293	394	191	376	235	245	162	167	297	279
RDN25-1	0	0	0	0	0	0	0	0	0	0	0	0
YLR161W	0	0	0	0	0	0	0	0	0	0	0	0
YLR287C	229	132	121	320	133	234	271	225	127	205	232	288
YLR366W	9	15	5	17	7	7	12	9	6	8	10	11
