	SNF2_06	SNF2_15	SNF2_31	SNF2_33	SNF2_42	SNF2_44	WT_22	WT_18	WT_20	WT_39	WT_42	WT_45
YPL101W	823	387	416	721	438	557	885	465	267	316	417	679
YPL064C	1777	603	593	1054	493	817	906	440	369	425	477	638
YPL256C	1624	520	566	1050	566	635	1603	740	455	606	648	1214
YPL099C	322	213	168	352	191	340	301	226	151	155	184	259
YPR023C	1868	1289	1353	2706	1438	1865	1352	1057	751	728	949	1269
YPL093W	293	490	598	1245	429	597	2123	1417	613	1544	1130	3243
YPL134C	1061	729	920	1419	679	1277	308	265	272	230	258	393
YPL153C	646	237	264	515	310	404	348	197	121	132	147	224
YPL222W	728	534	489	625	452	566	244	208	213	144	195	273
YPR075C	3620	2452	2338	3069	2089	2203	1408	936	861	819	873	1352
YPL118W	1078	626	590	1433	638	1092	1278	823	572	581	744	927
YPL239W	1080	374	372	868	406	592	1294	542	321	466	450	804
YPR136C	3	0	0	1	1	2	15	0	1	2	1	0
YPL033C	0	2	5	10	4	13	8	4	2	1	5	4
YPR045C	854	433	428	1107	516	769	985	668	364	460	566	744
YPR038W	0	0	0	0	0	0	0	0	0	0	0	0
YPR011C	390	594	593	780	530	773	451	397	362	332	388	594
YPL100W	568	406	398	804	429	642	788	462	347	312	476	528
YPL076W	443	166	134	270	146	246	494	206	139	161	188	262
YPL027W	133	33	25	61	23	64	26	3	9	9	8	9
YPL271W	625	796	860	1393	719	1289	1255	548	628	401	600	585
YPL128C	902	200	227	405	204	328	518	258	172	213	226	337
YPL139C	981	491	476	939	488	805	823	477	311	382	404	563
YPL005W	248	118	156	368	153	280	316	128	94	112	151	172
YPL148C	80	102	99	156	106	181	149	94	74	56	62	94
YPL080C	10	14	6	28	9	14	9	13	5	7	10	8
YPL265W	2712	1266	1990	3313	1151	2609	4394	2863	1818	2193	2682	3865
snR59	1	4	4	7	4	7	3	2	1	3	5	8
YPR052C	2066	596	578	1154	552	893	744	457	397	454	472	682
YPR145C-A	106	32	18	66	30	44	65	22	24	32	15	26
YPL096W	1157	491	453	887	478	750	620	436	328	321	391	550
YPR078C	125	85	71	128	65	131	43	48	40	24	47	38
YPL104W	344	269	259	520	304	471	571	398	240	275	316	458
YPR074W-A	0	0	0	1	0	1	1	0	0	1	0	0
YPL283W-B	0	0	0	0	0	0	0	0	0	0	0	0
YPR162C	501	174	138	380	192	334	493	226	125	160	186	270
YPL030W	340	241	279	517	277	383	599	309	179	283	245	579
YPL069C	439	116	106	302	118	226	377	205	95	129	173	215
YPL188W	762	339	370	669	370	582	520	240	214	183	207	321
YPL201C	112	58	39	99	42	64	104	38	19	43	35	89
YPL207W	2110	914	1144	2578	1103	1564	2810	1430	881	1532	1407	2586
YPR021C	434	178	165	528	254	418	535	352	207	183	285	391
YPL253C	220	86	90	232	101	176	286	142	71	80	101	143
YPR040W	822	546	602	873	475	666	747	442	347	407	379	688
YPL143W	291	411	235	454	175	239	419	194	225	355	223	341
YPL132W	351	159	152	338	142	287	459	263	153	183	222	310
YPL171C	115	128	120	111	70	131	69	49	51	49	55	65
YPL126W	411	392	427	996	453	654	1904	1059	464	949	893	1933
YPR063C	5503	2448	2082	2398	1735	2095	1855	1089	965	1026	911	1660
YPR187W	614	1114	1030	2108	989	1435	2186	1206	938	1283	1218	2003
YPL007C	273	335	291	580	333	394	415	270	171	221	208	310
YPL209C	259	58	49	150	68	83	152	58	36	27	57	70
YPR182W	1245	1366	1342	1028	713	946	645	361	445	458	367	696
YPL242C	665	344	387	1039	466	785	858	470	312	384	510	597
YPL205C	68	15	22	79	29	52	94	50	20	32	62	23
YPL278C	63	28	16	32	28	32	23	11	8	8	12	16
YPR086W	1590	837	806	1660	870	1057	1452	1002	699	908	957	1358
YPR117W	624	601	603	1153	639	887	1056	772	525	707	640	971
YPL096C-A	296	269	225	293	177	244	260	137	158	160	150	250
YPR092W	8	6	5	8	8	9	16	8	5	5	4	8
YPL086C	168	398	389	847	327	532	794	713	393	675	622	1238
YPR005C	807	230	196	475	209	470	414	232	198	146	218	269
YPR046W	217	197	177	308	154	231	236	136	97	95	98	168
tK(CUU)P	0	3	0	1	1	0	1	0	1	0	0	1
YPL269W	455	179	195	425	221	416	374	210	119	142	198	239
YPL135C-A	0	0	0	0	0	0	0	0	0	0	0	0
YPR105C	540	634	619	1279	664	1051	1044	753	474	581	622	905
YPL158C	569	197	257	467	220	396	527	261	159	207	271	331
tE(UUC)P	0	0	0	0	0	1	0	0	0	0	0	0
YPL094C	2487	1666	1581	2608	1315	2171	2143	1415	1008	1188	1324	1863
YPR176C	469	579	535	843	477	628	626	475	381	412	447	662
YPL191C	170	147	129	269	148	223	190	138	118	104	135	156
YPR204C-A	0	0	0	0	0	0	0	0	0	0	0	0
YPR163C	2900	2259	2337	7096	3063	3933	5807	4559	2477	3995	4129	6634
YPL229W	1240	207	213	337	164	278	496	157	137	120	126	224
YPR160W	739	681	618	1004	639	992	2237	3065	3619	2013	3746	2084
YPL049C	7077	2766	2826	3042	2087	2733	4211	2120	1665	1835	1856	3560
YPL066W	2373	283	304	772	350	701	1461	555	308	349	445	580
YPL183W-A	95	196	163	310	149	340	364	201	146	148	173	207
YPL235W	937	1094	1017	1940	969	1333	1900	1338	825	1142	1139	1915
YPL141C	1722	294	343	492	285	469	756	313	256	260	361	440
tF(GAA)P1	0	0	1	0	0	1	3	2	0	0	2	2
YPR144C	466	219	244	493	202	397	763	331	193	271	271	565
YPL249C-A	60	58	70	99	72	65	80	74	43	44	46	117
YPR128C	237	325	303	499	291	415	442	360	271	360	321	501
YPR054W	475	215	216	342	170	285	238	186	121	126	175	244
YPL156C	402	214	161	433	221	418	1094	512	223	351	362	482
YPL173W	892	516	559	919	431	773	876	540	367	429	488	742
YPR098C	759	449	416	634	394	652	559	256	247	223	308	298
YPL260W	1251	961	973	2007	1041	1664	1696	1148	805	900	1107	1356
YPL251W	14	0	1	1	0	2	0	0	5	0	3	2
YPL016W	1197	264	310	803	356	574	819	354	153	244	280	406
YPR095C	2211	695	734	1302	754	1043	1119	713	456	562	631	966
YPR079W	1276	593	549	969	572	875	720	425	311	278	412	540
YPR010C	1601	1620	1426	2576	1364	1542	3691	2532	1419	2830	2152	5448
YPL046C	149	81	58	151	82	138	155	71	46	51	77	59
YPL021W	9	2	1	6	0	7	5	2	0	0	1	2
YPL268W	793	338	300	550	267	413	884	428	289	294	391	495
YPL283C	0	0	0	0	0	0	0	0	0	0	0	0
YPL206C	471	1171	1058	1504	1027	1252	739	762	703	599	695	898
YPR055W	636	288	245	819	429	613	906	482	261	312	454	473
YPR138C	2067	1197	1519	2257	1020	1630	1190	703	693	605	726	1008
YPL243W	1066	803	873	2031	929	1661	2293	1264	666	902	1140	1527
YPR127W	623	935	766	1092	635	1081	625	572	467	428	496	696
YPL095C	214	232	249	376	205	357	1363	926	696	773	866	1104
YPR027C	787	361	343	613	314	670	681	307	230	202	274	357
YPL232W	6303	3677	3581	4680	2805	3664	2897	1648	1431	1463	1410	2355
YPL124W	482	101	122	248	142	208	256	102	70	70	74	111
YPR041W	4328	1972	2110	3967	1849	2253	4431	3067	1982	2822	2739	5112
YPL083C	254	111	63	240	142	208	315	185	110	121	156	157
YPL048W	3883	5559	4872	6525	4430	5053	4650	3575	3110	3584	3450	5745
YPL120W	245	190	134	270	179	213	273	155	130	135	174	190
YPL117C	803	779	734	1761	859	1169	1997	1206	701	951	1057	1601
YPR126C	35	43	52	103	43	71	37	35	27	32	44	59
YPR091C	1860	836	860	2077	1075	1797	1469	954	597	629	867	1021
YPR059C	5	6	2	13	6	8	6	4	1	1	5	1
YPL214C	546	657	695	919	558	739	625	502	409	476	450	794
YPL203W	971	997	959	1576	965	1401	1296	984	833	751	870	1159
YPL273W	1064	1000	880	1683	960	1201	2120	1209	906	1127	1100	1833
YPR081C	1006	392	412	799	393	686	666	309	258	268	302	364
YPL011C	1147	413	386	708	372	597	675	322	240	258	304	446
YPR097W	853	405	402	1012	523	772	1220	722	378	551	628	868
YPL274W	393	778	805	1519	718	965	620	687	600	548	637	919
YPR158W	541	160	147	365	137	257	365	134	89	145	140	235
YPL050C	1545	1405	1633	2657	1393	1861	1896	1303	833	1003	1187	1948
YPR114W	3118	1351	1497	2514	1376	2076	2904	1380	1074	1111	1296	1985
YPL110C	847	681	699	1168	689	918	839	743	650	586	791	867
YPL161C	779	288	263	568	288	475	574	306	169	220	286	356
YPR022C	1205	489	494	980	532	795	1177	593	332	469	501	840
tT(UGU)P	0	0	0	0	0	0	0	0	0	0	0	0
YPR175W	398	234	235	442	240	339	403	190	99	171	165	301
YPL068C	489	92	99	220	89	146	300	95	60	92	96	150
YPL055C	3837	1170	1049	1270	946	988	1129	762	631	701	658	1063
YPL079W	3148	15947	12814	13606	8522	9363	10574	9662	9675	14509	10356	19423
YPL150W	1390	562	539	1012	529	864	884	438	299	354	434	570
YPR192W	272	132	181	238	146	168	130	95	56	63	83	131
YPL226W	1824	2369	2533	4491	1929	2622	4700	3646	2226	3644	3138	6544
YPL115C	1191	552	481	1029	586	697	1090	685	472	564	599	941
YPL283W-A	0	0	0	0	0	0	0	0	0	0	0	0
YPL170W	2801	1104	1071	1068	685	1007	1313	719	747	602	737	1015
YPL245W	480	445	456	703	373	517	871	565	359	651	517	1144
YPR140W	769	465	468	882	430	835	639	366	253	236	326	360
YPR048W	183	124	139	311	116	186	331	173	92	165	158	285
YPR102C	1024	3162	2840	4855	2726	3705	3019	3277	2501	3538	3516	4835
YPL036W	114	95	103	179	80	128	205	121	67	91	101	188
YPR015C	279	302	261	306	247	299	121	55	60	51	54	112
YPR133W-A	2603	282	232	571	284	584	991	337	263	296	402	377
YPL146C	277	280	335	1303	406	683	1379	770	286	670	839	1034
YPR107C	765	232	205	504	257	453	484	250	180	173	248	305
YPL035C	20	26	15	46	27	56	76	34	21	23	35	34
YPL082C	568	331	278	635	402	536	1089	615	333	520	474	925
YPR064W	158	113	110	201	133	198	32	22	18	8	16	20
YPL216W	184	202	212	406	184	376	474	259	152	166	212	337
YPL152W	198	172	184	386	204	319	315	217	154	136	172	221
YPL230W	1678	293	267	482	292	512	1036	649	412	388	557	667
YPL159C	1548	445	415	811	444	717	813	396	275	263	340	449
YPR183W	1908	3993	4114	3726	2784	3096	2815	2091	2384	2375	2209	3888
YPL204W	11976	1802	1828	2792	1540	2599	3918	1838	1317	1486	1601	2512
YPL109C	316	269	179	342	222	347	383	261	193	184	252	315
YPL249C	1956	789	651	1405	874	1075	1057	678	457	526	665	762
YPR154W	3233	814	640	1535	889	1140	1369	797	581	623	677	887
YPR026W	1001	663	674	1202	662	1089	713	478	409	374	506	551
YPR076W	2	1	0	1	3	0	2	0	0	1	3	1
YPR170W-B	15	308	220	358	257	264	103	174	188	183	157	290
YPR016C	414	2183	2315	3121	1732	2038	2855	2338	1722	2222	1991	4268
YPL060W	248	221	168	360	168	293	179	123	88	93	120	160
YPR029C	1260	892	871	1598	814	1293	1805	1120	759	874	949	1397
YPR002C-A	2	4	9	24	8	12	4	3	8	1	4	9
YPL106C	6769	9446	8526	15892	9048	10328	13434	10002	6618	9445	9009	14818
YPR085C	384	255	280	444	241	388	461	273	213	214	226	402
YPL008W	904	315	342	694	409	512	749	327	224	249	301	499
YPR152C	620	388	397	589	305	413	384	226	170	193	198	354
YPL212C	1055	471	599	1212	494	779	1714	731	469	787	691	1408
YPL119C	416	233	253	432	230	323	327	244	170	177	223	253
YPL078C	1628	1395	1346	2707	1324	2156	1559	1367	1119	1050	1368	1551
YPL195W	1041	459	414	1487	671	1044	1453	865	447	580	762	871
YPL025C	257	250	249	426	205	271	33	9	6	10	10	27
YPR060C	563	250	260	619	296	485	700	376	243	305	405	502
YPL199C	940	951	719	1197	750	900	1091	655	488	590	652	923
YPL228W	1007	466	460	988	557	833	1027	574	348	368	507	636
YPL018W	194	61	80	97	48	91	234	146	123	150	119	199
YPL259C	1540	522	479	1192	613	970	1169	634	397	503	540	670
YPR150W	0	1	0	6	4	7	7	3	0	2	3	0
YPL072W	361	140	149	307	159	277	491	202	145	142	195	231
YPL130W	52	20	58	71	16	77	113	34	5	16	32	51
YPR179C	676	248	255	638	290	501	597	306	160	246	300	384
YPR096C	56	6	8	6	4	6	11	7	3	4	9	6
YPL028W	2264	6549	6273	8336	4947	6259	4165	4284	3759	3985	4236	6344
YPL174C	437	251	266	627	297	491	517	291	142	231	259	341
YPR031W	372	101	140	364	160	301	394	189	99	113	163	233
YPL257W-A	0	0	0	0	0	0	0	0	0	0	0	0
YPR158W-A	0	0	0	0	0	0	0	0	0	0	0	0
YPL257W-B	0	0	0	0	0	0	0	0	0	0	0	0
YPR158C-D	9	22	17	30	21	19	47	56	42	40	55	72
YPR137C-A	0	0	0	0	0	0	0	0	0	0	0	0
YPR137C-B	0	0	0	0	0	0	0	0	0	0	0	0
YPR158W-B	2	2	0	2	0	2	4	2	3	1	1	3
YPL060C-A	3	0	0	0	0	0	3	0	1	0	0	1
YPR158C-C	0	0	0	0	0	0	0	0	0	0	0	0
YMR172W	2189	551	552	825	499	616	812	361	267	334	282	594
YMR027W	2011	1310	1235	2634	1474	2039	1581	1376	985	908	1240	1499
YML089C	9	7	0	10	4	9	1	0	6	1	2	1
YMR290C	1850	596	752	1938	869	1283	2963	1306	625	1020	1040	1949
YMR139W	939	694	634	1485	797	1326	1121	793	526	545	654	796
YMR191W	694	624	580	1184	590	1164	530	401	343	257	415	403
YMR244C-A	15	54	75	142	71	112	27	31	24	19	15	41
YMR091C	1876	877	829	1707	832	1144	1166	833	580	631	730	1039
YMR173W-A	183	35	44	129	81	143	215	135	81	77	137	120
YMR180C	413	394	345	469	282	464	558	252	228	205	290	358
YML020W	1570	456	448	777	439	661	820	410	275	330	381	520
YML088W	2873	1119	1210	2038	959	1375	1346	963	685	940	885	1445
YML077W	254	276	259	365	231	356	526	266	221	243	235	361
YML125C	782	1710	1601	2379	1434	1628	1832	1539	1264	1599	1457	2737
YMR318C	1676	3831	3999	5622	3032	3501	2954	3311	2854	3217	3104	5209
YMR115W	603	443	401	935	452	729	625	389	259	306	357	472
YMR266W	1643	1177	1040	2100	1084	1488	3017	1812	1027	1439	1562	2399
YML057W	2324	1314	1310	2135	1273	1847	1554	1178	895	802	1050	1332
YML055W	328	411	343	890	452	783	410	247	218	184	300	312
YMR105C	1002	2190	1682	2911	1902	2865	4147	6096	4815	3580	5862	5087
YMR268C	431	123	130	246	148	238	421	149	101	145	159	234
YML133W-B	0	0	0	0	0	0	0	0	0	0	0	0
YML090W	62	1	2	9	5	5	28	14	4	7	15	6
YML101C	283	694	584	705	463	752	338	227	218	220	262	318
YMR012W	4269	1572	1551	3533	1749	2449	5184	3030	1766	2554	2573	3937
tY(GUA)M2	0	0	0	0	0	0	0	0	0	0	0	0
YMR202W	1887	5986	5641	6420	4012	4735	4470	3315	2996	3669	3363	6046
YMR083W	3694	4051	3141	5349	3641	3853	5669	4028	3652	3524	3620	5369
snR76	53	23	13	35	21	47	77	23	18	14	26	23
YMR017W	110	69	68	134	70	117	50	23	15	17	18	28
YML085C	2186	3422	3083	4193	2856	3352	2730	2151	1935	1983	2153	3255
YML013W	763	573	497	795	498	592	837	540	407	460	477	705
YMR224C	368	366	363	708	370	555	549	337	267	244	281	496
YMR059W	265	154	135	204	140	166	180	95	75	90	84	169
YMR072W	3428	1298	1091	2625	1343	2284	2719	1228	909	960	1289	1393
YMR304W	2735	828	788	1751	923	1447	1221	868	610	583	821	877
YML087C	200	156	191	271	125	231	139	73	90	86	84	132
YMR195W	1605	591	503	650	407	645	2232	1081	1195	1055	1045	1531
YMR240C	339	234	271	601	269	417	384	226	144	189	216	294
YMR308C	2324	1302	1239	2450	1269	1715	4043	2116	1113	1978	1826	3348
YML001W	424	1322	1106	2278	1201	1889	962	1001	722	709	890	1166
YML114C	2419	669	693	1133	684	933	1109	529	392	458	429	834
YMR319C	2777	1836	1842	3459	1681	2353	4951	3327	1953	2726	2639	4773
YML075C	1081	1148	1189	1719	929	1326	2355	1657	1056	1397	1446	2569
YMR075W	707	174	186	518	223	437	599	282	157	151	263	300
YML129C	841	1187	1059	997	637	949	846	637	657	736	661	839
YML073C	3149	8278	7057	13079	7311	8105	7141	7360	5598	8332	7863	12054
YMR149W	3708	1814	1798	2668	1547	2219	2759	1544	1190	1351	1438	2261
YMR233W	222	145	142	430	172	306	420	225	117	166	202	257
YMR048W	699	271	313	434	235	330	262	174	141	136	154	218
YML030W	2178	597	574	1077	478	864	739	495	442	462	518	590
YMR118C	192	70	59	122	62	113	139	74	33	51	52	85
YMR260C	1791	2318	1937	4370	2121	2937	4909	2903	2054	2821	2663	4111
YMR135W-A	89	49	37	100	36	52	25	19	13	25	10	23
tM(CAU)M	1	0	0	0	0	0	1	0	0	0	0	2
YML056C	753	4030	3326	5140	2944	3248	3826	4090	3003	5023	3900	8293
YML064C	1132	350	357	600	350	528	637	268	196	236	269	386
YML132W	0	0	0	0	0	0	0	0	0	0	0	0
YML113W	1071	227	262	338	143	242	552	189	162	225	138	430
YML058W-A	53	114	79	107	57	88	137	84	77	85	78	146
YMR136W	8264	1043	1054	2142	1087	1930	4525	1938	1118	1247	1652	2753
YML091C	1141	627	634	1557	733	1321	1064	820	607	416	795	697
YMR199W	1628	576	562	852	531	761	2266	846	623	813	711	1277
YMR286W	233	283	294	572	267	464	571	311	273	288	295	440
YMR025W	74	44	36	88	57	102	83	74	43	32	54	34
YMR112C	285	308	277	363	212	344	318	179	164	190	180	239
YML127W	1141	722	777	1409	702	1224	1298	886	540	631	715	1128
YML005W	298	189	182	347	149	291	416	214	140	141	183	278
YMR160W	839	396	310	649	407	649	715	406	242	242	375	411
YMR046W-A	0	0	0	0	0	0	0	0	0	0	0	0
YMR096W	324	290	335	532	290	395	288	230	290	194	207	340
YML133C	8	5	4	4	4	4	7	3	3	1	4	12
YMR246W	3913	4099	5520	9058	4013	5582	8525	5935	3318	4916	5111	11185
YMR052C-A	20	2	7	50	10	22	11	18	9	8	12	7
YMR120C	646	733	495	893	713	604	2373	2679	4709	2228	2004	2889
YMR052W	204	51	74	162	78	130	111	68	40	41	71	57
YML100W-A	4	8	8	13	6	10	13	6	6	5	7	10
YML049C	1673	766	761	1482	846	1046	1386	844	593	731	832	1263
YMR065W	168	140	145	249	133	247	225	122	89	84	104	155
YMR098C	653	279	245	674	325	488	493	287	178	217	267	336
YMR302C	1547	884	859	1974	1083	1515	1023	847	570	635	747	968
YMR075C-A	18	3	5	13	2	12	22	3	5	3	5	7
YML060W	157	104	112	241	119	142	233	141	91	128	117	234
YMR080C	1096	1029	998	1583	895	1091	1816	1323	795	1247	1061	1979
YMR156C	512	158	146	312	148	269	318	124	102	103	134	160
YMR294W	563	251	264	511	215	388	378	222	129	169	181	239
YMR167W	341	205	178	420	265	347	530	297	187	264	251	378
YMR242W-A	3	1	0	4	1	3	9	3	2	3	7	3
YMR079W	3476	673	597	1292	606	1005	1606	834	619	689	866	1102
YMR275C	1667	859	851	1504	943	1322	1250	954	551	629	790	1139
YMR100W	1001	444	448	946	436	733	934	554	331	383	485	661
YMR030W-A	14	1	2	26	5	18	26	16	2	3	12	14
YMR161W	721	359	407	891	474	627	719	455	290	314	355	556
YMR183C	8359	1651	1556	2413	1501	1612	1797	1186	942	1160	1019	1873
YML021C	907	328	306	586	322	452	589	351	225	277	299	431
YML074C	8533	4687	4924	7701	5029	4909	6793	4671	3402	4877	4934	7471
YMR157C	233	270	281	520	275	406	396	325	246	224	300	459
YMR110C	2064	1271	1110	1765	1114	1586	1422	1012	838	725	966	1108
YMR097C	202	223	198	494	269	426	381	248	196	200	253	296
YMR111C	1322	352	344	592	389	510	432	265	193	164	221	308
YML011C	640	176	154	350	162	297	333	175	121	134	159	189
YMR064W	844	271	303	857	396	733	1193	437	294	299	412	470
YML082W	783	288	331	684	266	462	1022	475	313	468	438	789
YMR300C	660	673	598	1084	735	681	1384	1401	1669	1228	1117	1870
YMR262W	895	787	717	892	612	861	771	586	557	455	577	782
YMR031C	5309	2105	2292	5458	2635	4501	4337	2853	1781	1967	2803	3197
YMR016C	4822	1030	987	1364	861	1145	2487	1011	653	953	887	1803
YMR066W	935	191	181	628	258	520	570	276	144	170	290	280
YMR007W	26	37	41	61	30	46	78	54	74	66	63	76
YMR201C	707	329	332	690	314	550	438	210	152	175	232	283
YMR232W	83	26	28	92	43	77	94	40	20	26	34	55
YMR200W	3074	1529	1609	2554	1529	2099	2177	1270	947	913	1180	1541
YMR297W	4521	9834	9085	10998	7141	8942	6243	5775	5414	5144	5507	8203
YML026C	3437	8234	6399	9458	5066	6656	11092	7584	6729	9526	7401	12751
YML023C	360	282	255	554	289	460	578	344	194	300	266	442
YMR143W	2754	8027	7254	11485	6122	8321	8705	7071	6086	6490	7120	10831
YMR073C	320	314	258	411	299	380	452	246	185	206	218	320
YML069W	3776	2256	2087	3934	2021	2582	2846	1633	1209	1478	1599	2189
YML050W	134	124	136	252	113	219	242	117	88	92	123	183
YML099W-A	14	17	16	56	29	39	27	25	9	12	18	27
YMR211W	110	196	176	285	140	248	378	232	157	196	217	371
tF(GAA)M	0	0	0	3	2	3	4	3	1	0	0	2
YMR283C	206	199	219	382	221	303	324	219	174	186	186	319
snR74	4	1	3	5	0	4	6	3	4	1	5	6
RNA170	13	10	19	32	18	17	10	11	6	8	17	19
YML078W	307	2024	1857	2330	1533	2028	877	1220	1189	1299	1295	1811
YMR142C	3109	10999	9282	14530	8495	12349	12296	9808	9312	9497	9237	15724
YMR203W	809	2141	1933	3184	1789	2460	2075	1994	1587	1629	1910	2861
YMR077C	361	211	223	465	169	297	337	204	138	146	160	224
YMR245W	148	191	224	276	154	202	196	87	110	114	104	185
YMR284W	538	244	193	591	289	518	500	319	185	164	313	292
YMR089C	2758	1290	1386	2683	1401	1762	1696	1339	897	952	1114	1634
YMR134W	686	237	213	517	290	419	398	242	152	166	234	284
YMR290W-A	1	0	0	5	2	3	4	0	0	0	2	1
YMR095C	72	28	25	76	46	44	94	38	19	48	36	55
snR83	432	32	23	87	23	108	267	73	44	18	46	42
snR73	1	1	0	2	1	1	4	0	1	0	2	2
tH(GUG)M	0	0	0	1	0	0	2	1	1	0	1	2
YMR099C	794	1026	831	1718	1066	1264	1420	984	676	744	900	1191
YMR132C	160	63	49	107	56	97	169	81	52	46	68	125
YML115C	2622	1583	1215	2249	1347	1715	1491	1058	810	995	926	1424
snR11	539	143	133	288	161	321	218	172	130	70	113	122
YMR086W	1868	650	638	1487	797	1257	1691	1015	531	618	933	1076
YMR044W	1920	663	630	1527	757	1088	1055	714	396	520	657	773
YMR222C	509	517	507	750	461	724	643	355	335	300	341	538
YMR272W-A	0	0	0	0	0	0	0	0	0	0	0	0
YMR321C	7	3	4	7	2	6	14	5	7	1	3	9
YML131W	596	438	469	795	367	705	404	406	363	247	445	444
YML038C	1811	978	855	1542	745	1255	1389	797	522	550	621	1012
YML122C	163	94	149	214	96	148	15	7	5	11	12	18
YMR036C	1684	238	232	449	246	454	415	202	126	142	172	238
YML012W	1459	4553	4130	5257	3249	3634	2084	2518	2395	2351	2534	3771
YML100W	6146	8021	4611	5257	5635	5099	4819	5897	5819	4237	4968	4802
YMR312W	367	281	243	376	233	339	743	285	258	331	246	467
YML112W	1007	306	327	352	233	356	543	239	183	207	223	319
YML099C	1101	321	337	600	348	523	754	396	239	343	315	550
YML123C	545	441	307	637	355	453	7972	8308	7736	7982	7980	12125
tV(AAC)M3	0	0	0	0	0	0	0	0	0	0	0	0
YMR141C	249	134	139	317	156	336	121	112	81	65	105	103
YMR324C	1	0	1	2	1	1	0	0	0	0	0	0
YMR207C	1092	417	409	1045	522	603	721	481	257	428	448	661
YMR236W	708	1661	1823	1689	1168	1534	1026	742	861	718	737	1249
YML034C-A	7	12	4	11	6	7	4	3	7	9	10	6
YMR204C	1234	185	204	381	189	333	445	204	144	146	184	286
YMR011W	16487	16931	18270	28836	14103	26413	40368	33015	26667	23066	33522	36912
YML008C	3320	2746	2493	4871	2893	3454	5925	4058	3041	3367	3907	5700
YMR109W	9276	1813	1956	3740	2083	2707	3048	2158	1402	1585	2018	2622
YMR004W	939	659	626	1308	727	1107	1132	597	407	449	553	657
YMR158C-A	11	103	97	127	69	70	52	54	39	51	42	71
YMR216C	1697	545	572	1250	631	1072	1495	839	556	612	798	982
YMR159C	10	12	3	9	2	8	11	4	5	4	8	6
YMR307C-A	0	0	0	0	0	0	0	0	0	0	0	0
YMR272C	1262	859	835	1158	611	992	2944	1498	1357	1551	1296	2312
YMR106C	337	135	120	277	188	218	263	151	95	116	145	213
YML092C	1780	1747	1502	2689	1488	2234	2193	1495	1186	1062	1421	1784
tV(AAC)M2	2	0	1	0	0	4	5	0	1	2	2	3
YML104C	454	255	258	646	324	445	581	380	198	221	326	415
YML058W	3714	1352	1200	1595	1030	1514	2473	1147	1335	1218	1304	1896
tW(CCA)M	0	1	0	0	0	0	0	0	0	0	0	1
YMR148W	1550	348	361	680	373	657	574	236	196	144	239	263
YMR168C	231	191	169	372	191	322	399	260	147	211	240	307
YML063W	4450	12312	10221	18438	10340	11744	14737	12888	9269	12560	12770	20839
YMR008C	868	1213	944	1132	959	931	2019	1876	2486	2237	1593	2357
YMR294W-A	64	44	26	212	110	155	178	67	40	35	82	58
YMR177W	368	239	322	433	208	335	724	405	264	392	308	650
YMR213W	1017	447	431	718	380	562	785	370	237	300	306	532
YMR192W	714	282	284	751	342	594	934	488	283	356	445	578
YMR326C	0	0	0	0	0	0	0	0	0	0	0	0
YMR014W	771	241	303	850	268	428	1342	551	330	673	620	1118
YMR020W	854	853	703	1255	791	947	810	620	551	555	543	809
snR86	1507	752	617	1471	698	1251	1521	792	661	427	598	806
YMR208W	1906	848	860	1725	979	1256	1520	864	600	620	764	1073
YML098W	1748	607	604	938	484	581	543	363	333	417	356	678
YMR133W	234	149	106	202	142	215	127	68	55	60	73	80
YML028W	6173	31820	24659	27194	20731	24248	16559	17262	17554	17653	17199	26753
YMR285C	831	385	408	991	460	663	926	456	265	353	439	638
YMR040W	67	93	70	133	81	140	80	68	36	50	54	60
YMR094W	98	31	20	73	33	53	65	40	25	52	50	66
YMR189W	489	357	310	473	339	366	490	522	926	372	465	437
YML128C	1566	1489	1283	2083	1164	2228	1542	1664	1395	1014	1530	1391
YML022W	512	1007	1015	1901	962	1235	2346	1490	1016	1315	1328	2497
YMR299C	430	234	187	412	208	322	435	199	199	171	196	272
YMR227C	1499	536	546	1055	539	527	815	474	319	445	484	813
YMR119W	1595	441	425	1045	503	876	1068	635	411	364	516	652
YMR255W	981	470	435	1196	541	987	1103	482	323	353	513	507
YMR024W	1110	536	434	979	496	751	1064	570	401	466	528	832
YML054C	295	165	211	260	165	266	192	134	118	108	131	202
YMR317W	644	479	401	641	362	459	414	310	236	316	267	540
YMR084W	127	68	48	80	51	61	61	59	63	53	44	72
YMR274C	157	170	161	319	172	273	330	173	125	157	170	267
YMR215W	1295	990	985	1631	869	1158	1945	1397	814	1319	1154	2146
YMR277W	1067	856	873	1427	756	987	1493	765	487	717	728	1356
YMR033W	1545	521	566	1578	688	1135	1654	828	497	623	839	966
YML094C-A	2	0	3	2	2	3	2	3	1	0	0	2
YML041C	356	206	211	368	182	290	224	191	146	141	163	252
YMR305C	10580	4439	4352	6228	3563	4475	6380	3571	3214	3580	3184	5502
YMR315W-A	18	28	10	30	23	36	20	7	10	9	12	14
YMR237W	812	1048	844	1573	1028	1165	1388	1091	834	874	994	1322
YML095C	205	76	66	126	59	104	206	88	51	48	62	91
YMR018W	130	65	77	133	65	128	74	22	17	24	27	58
YMR163C	229	290	271	528	249	447	292	205	138	139	177	287
YML027W	632	218	201	265	203	189	287	96	146	135	109	158
ZOD1	0	0	0	0	0	0	0	0	0	0	0	0
