run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	sample_alias
ERR458740	SAMEA2400944	ERX425087	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458740/ERR458740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458740	mu_sample241
ERR458832	SAMEA2401036	ERX425179	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458832/ERR458832.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458832	mu_sample333
ERR458835	SAMEA2401039	ERX425182	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458835/ERR458835.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458835	mu_sample336
ERR458880	SAMEA2401089	ERX425227	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458880/ERR458880.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458880	wt_sample10
ERR458881	SAMEA2401090	ERX425228	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458881/ERR458881.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458881	wt_sample11
ERR458886	SAMEA2401095	ERX425233	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458886/ERR458886.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458886	wt_sample16
ERR458888	SAMEA2401097	ERX425235	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458888/ERR458888.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458888	wt_sample18
ERR458891	SAMEA2401100	ERX425238	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458891/ERR458891.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458891	wt_sample21
ERR458892	SAMEA2401101	ERX425239	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458892/ERR458892.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458892	wt_sample22
ERR458901	SAMEA2401110	ERX425248	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458901/ERR458901.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458901	wt_sample31
ERR458906	SAMEA2401115	ERX425253	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458906/ERR458906.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458906	wt_sample36
ERR458742	SAMEA2400946	ERX425089	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458742/ERR458742.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458742	mu_sample243
ERR458908	SAMEA2401117	ERX425255	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458908/ERR458908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458908	wt_sample38
ERR458909	SAMEA2401118	ERX425256	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458909/ERR458909.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458909	wt_sample39
ERR458743	SAMEA2400947	ERX425090	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458743/ERR458743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458743	mu_sample244
ERR458912	SAMEA2401121	ERX425259	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458912/ERR458912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458912	wt_sample42
ERR458914	SAMEA2401123	ERX425261	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458914/ERR458914.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458914	wt_sample44
ERR458744	SAMEA2400948	ERX425091	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458744/ERR458744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458744	mu_sample245
ERR458916	SAMEA2401125	ERX425263	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458916/ERR458916.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458916	wt_sample46
ERR458747	SAMEA2400951	ERX425094	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458747/ERR458747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458747	mu_sample248
ERR458933	SAMEA2401142	ERX425280	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458933/ERR458933.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458933	wt_sample63
ERR458934	SAMEA2401143	ERX425281	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458934/ERR458934.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458934	wt_sample64
ERR458752	SAMEA2400956	ERX425099	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458752/ERR458752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458752	mu_sample253
ERR458937	SAMEA2401146	ERX425284	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458937/ERR458937.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458937	wt_sample67
ERR458944	SAMEA2401153	ERX425291	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458944/ERR458944.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458944	wt_sample74
ERR458756	SAMEA2400960	ERX425103	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458756/ERR458756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458756	mu_sample257
ERR458945	SAMEA2401154	ERX425292	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458945/ERR458945.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458945	wt_sample75
ERR458757	SAMEA2400961	ERX425104	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458757/ERR458757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458757	mu_sample258
ERR458953	SAMEA2401162	ERX425300	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458953/ERR458953.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458953	wt_sample83
ERR458954	SAMEA2401163	ERX425301	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458954/ERR458954.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458954	wt_sample84
ERR458759	SAMEA2400963	ERX425106	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458759/ERR458759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458759	mu_sample260
ERR458959	SAMEA2401168	ERX425306	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458959/ERR458959.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458959	wt_sample89
ERR458960	SAMEA2401169	ERX425307	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458960/ERR458960.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458960	wt_sample90
ERR458761	SAMEA2400965	ERX425108	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458761/ERR458761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458761	mu_sample262
ERR458962	SAMEA2401171	ERX425309	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458962/ERR458962.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458962	wt_sample92
ERR458770	SAMEA2400974	ERX425117	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458770/ERR458770.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458770	mu_sample271
ERR458965	SAMEA2401174	ERX425312	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458965/ERR458965.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458965	wt_sample95
ERR458774	SAMEA2400978	ERX425121	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458774/ERR458774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458774	mu_sample275
ERR458968	SAMEA2401177	ERX425315	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458968/ERR458968.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458968	wt_sample98
ERR458775	SAMEA2400979	ERX425122	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458775/ERR458775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458775	mu_sample276
ERR458971	SAMEA2401180	ERX425318	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458971/ERR458971.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458971	wt_sample101
ERR458777	SAMEA2400981	ERX425124	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458777/ERR458777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458777	mu_sample278
ERR458978	SAMEA2401187	ERX425325	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458978/ERR458978.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458978	wt_sample108
ERR458786	SAMEA2400990	ERX425133	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458786/ERR458786.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458786	mu_sample287
ERR458979	SAMEA2401188	ERX425326	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458979/ERR458979.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458979	wt_sample109
ERR458984	SAMEA2401193	ERX425331	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458984/ERR458984.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458984	wt_sample114
ERR458788	SAMEA2400992	ERX425135	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458788/ERR458788.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458788	mu_sample289
ERR458985	SAMEA2401194	ERX425332	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458985/ERR458985.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458985	wt_sample115
ERR458789	SAMEA2400993	ERX425136	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458789/ERR458789.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458789	mu_sample290
ERR458986	SAMEA2401195	ERX425333	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458986/ERR458986.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458986	wt_sample116
ERR458988	SAMEA2401197	ERX425335	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458988/ERR458988.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458988	wt_sample118
ERR458993	SAMEA2401202	ERX425340	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458993/ERR458993.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458993	wt_sample123
ERR458494	SAMEA2400698	ERX424841	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458494/ERR458494.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458494	wt_sample2
ERR458500	SAMEA2400704	ERX424847	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458500/ERR458500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458500	mu_sample1
ERR458503	SAMEA2400707	ERX424850	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458503/ERR458503.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458503	mu_sample4
ERR458994	SAMEA2401203	ERX425341	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458994/ERR458994.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458994	wt_sample124
ERR458792	SAMEA2400996	ERX425139	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458792/ERR458792.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458792	mu_sample293
ERR458504	SAMEA2400708	ERX424851	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458504/ERR458504.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458504	mu_sample5
ERR458995	SAMEA2401204	ERX425342	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458995/ERR458995.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458995	wt_sample125
ERR458804	SAMEA2401008	ERX425151	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458804/ERR458804.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458804	mu_sample305
ERR459005	SAMEA2401214	ERX425352	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459005/ERR459005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459005	wt_sample135
ERR459007	SAMEA2401216	ERX425354	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459007/ERR459007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459007	wt_sample137
ERR459008	SAMEA2401217	ERX425355	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459008/ERR459008.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459008	wt_sample138
ERR458506	SAMEA2400710	ERX424853	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458506/ERR458506.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458506	mu_sample7
ERR458806	SAMEA2401010	ERX425153	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458806/ERR458806.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458806	mu_sample307
ERR458808	SAMEA2401012	ERX425155	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458808/ERR458808.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458808	mu_sample309
ERR459009	SAMEA2401218	ERX425356	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459009/ERR459009.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459009	wt_sample139
ERR459012	SAMEA2401221	ERX425359	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459012/ERR459012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459012	wt_sample142
ERR458809	SAMEA2401013	ERX425156	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458809/ERR458809.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458809	mu_sample310
ERR458507	SAMEA2400711	ERX424854	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458507/ERR458507.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458507	mu_sample8
ERR459018	SAMEA2401227	ERX425365	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459018/ERR459018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459018	wt_sample148
ERR458512	SAMEA2400716	ERX424859	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458512/ERR458512.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458512	mu_sample13
ERR459022	SAMEA2401231	ERX425369	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459022/ERR459022.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459022	wt_sample152
ERR458515	SAMEA2400719	ERX424862	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458515/ERR458515.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458515	mu_sample16
ERR458813	SAMEA2401017	ERX425160	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458813/ERR458813.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458813	mu_sample314
ERR459025	SAMEA2401234	ERX425372	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459025/ERR459025.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459025	wt_sample155
ERR458516	SAMEA2400720	ERX424863	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458516/ERR458516.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458516	mu_sample17
ERR459027	SAMEA2401236	ERX425374	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459027/ERR459027.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459027	wt_sample157
ERR458814	SAMEA2401018	ERX425161	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458814/ERR458814.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458814	mu_sample315
ERR459028	SAMEA2401237	ERX425375	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459028/ERR459028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459028	wt_sample158
ERR458519	SAMEA2400723	ERX424866	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458519/ERR458519.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458519	mu_sample20
ERR458816	SAMEA2401020	ERX425163	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458816/ERR458816.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458816	mu_sample317
ERR458525	SAMEA2400729	ERX424872	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458525/ERR458525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458525	mu_sample26
ERR459030	SAMEA2401239	ERX425377	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459030/ERR459030.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459030	wt_sample160
ERR458529	SAMEA2400733	ERX424876	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458529/ERR458529.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458529	mu_sample30
ERR458817	SAMEA2401021	ERX425164	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458817/ERR458817.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458817	mu_sample318
ERR458532	SAMEA2400736	ERX424879	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458532/ERR458532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458532	mu_sample33
ERR459033	SAMEA2401242	ERX425380	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459033/ERR459033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459033	wt_sample163
ERR458822	SAMEA2401026	ERX425169	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458822/ERR458822.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458822	mu_sample323
ERR459035	SAMEA2401244	ERX425382	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459035/ERR459035.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459035	wt_sample165
ERR458536	SAMEA2400740	ERX424883	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458536/ERR458536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458536	mu_sample37
ERR458826	SAMEA2401030	ERX425173	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458826/ERR458826.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458826	mu_sample327
ERR459038	SAMEA2401247	ERX425385	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459038/ERR459038.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459038	wt_sample168
ERR458538	SAMEA2400742	ERX424885	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458538/ERR458538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458538	mu_sample39
ERR459040	SAMEA2401249	ERX425387	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459040/ERR459040.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459040	wt_sample170
ERR458830	SAMEA2401034	ERX425177	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458830/ERR458830.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458830	mu_sample331
ERR458546	SAMEA2400750	ERX424893	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458546/ERR458546.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458546	mu_sample47
ERR459044	SAMEA2401253	ERX425391	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459044/ERR459044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459044	wt_sample174
ERR458831	SAMEA2401035	ERX425178	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458831/ERR458831.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458831	mu_sample332
ERR458550	SAMEA2400754	ERX424897	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458550/ERR458550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458550	mu_sample51
ERR458882	SAMEA2401091	ERX425229	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458882/ERR458882.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458882	wt_sample12
ERR458551	SAMEA2400755	ERX424898	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458551/ERR458551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458551	mu_sample52
