run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	sample_alias
ERR459042	SAMEA2401251	ERX425389	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459042/ERR459042.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459042	wt_sample172
ERR459045	SAMEA2401254	ERX425392	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459045/ERR459045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459045	wt_sample175
ERR459046	SAMEA2401255	ERX425393	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459046/ERR459046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459046	wt_sample176
ERR459052	SAMEA2401261	ERX425399	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459052/ERR459052.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459052	wt_sample182
ERR459056	SAMEA2401265	ERX425403	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459056/ERR459056.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459056	wt_sample186
ERR459057	SAMEA2401266	ERX425404	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459057/ERR459057.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459057	wt_sample187
ERR459058	SAMEA2401267	ERX425405	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459058/ERR459058.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459058	wt_sample188
ERR459059	SAMEA2401268	ERX425406	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459059/ERR459059.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459059	wt_sample189
ERR459060	SAMEA2401269	ERX425407	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459060/ERR459060.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459060	wt_sample190
ERR459063	SAMEA2401272	ERX425410	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459063/ERR459063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459063	wt_sample193
ERR459064	SAMEA2401273	ERX425411	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459064/ERR459064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459064	wt_sample194
ERR459065	SAMEA2401274	ERX425412	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459065/ERR459065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459065	wt_sample195
ERR459066	SAMEA2401275	ERX425413	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459066/ERR459066.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459066	wt_sample196
ERR459070	SAMEA2401279	ERX425417	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459070/ERR459070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459070	wt_sample200
ERR459072	SAMEA2401281	ERX425419	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459072/ERR459072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459072	wt_sample202
ERR459075	SAMEA2401284	ERX425422	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459075/ERR459075.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459075	wt_sample205
ERR459076	SAMEA2401285	ERX425423	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459076/ERR459076.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459076	wt_sample206
ERR459078	SAMEA2401287	ERX425425	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459078/ERR459078.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459078	wt_sample208
ERR459082	SAMEA2401291	ERX425429	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459082/ERR459082.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459082	wt_sample212
ERR459085	SAMEA2401294	ERX425432	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459085/ERR459085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459085	wt_sample215
ERR459086	SAMEA2401295	ERX425433	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459086/ERR459086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459086	wt_sample216
ERR459090	SAMEA2401299	ERX425437	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459090/ERR459090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459090	wt_sample220
ERR459097	SAMEA2401306	ERX425444	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459097/ERR459097.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459097	wt_sample227
ERR459101	SAMEA2401310	ERX425448	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459101/ERR459101.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459101	wt_sample231
ERR459102	SAMEA2401311	ERX425449	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459102/ERR459102.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459102	wt_sample232
ERR459108	SAMEA2401317	ERX425455	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459108/ERR459108.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459108	wt_sample238
ERR459111	SAMEA2401320	ERX425458	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459111/ERR459111.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459111	wt_sample241
ERR459112	SAMEA2401321	ERX425459	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459112/ERR459112.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459112	wt_sample242
ERR459113	SAMEA2401322	ERX425460	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459113/ERR459113.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459113	wt_sample243
ERR459114	SAMEA2401323	ERX425461	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459114/ERR459114.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459114	wt_sample244
ERR459118	SAMEA2401327	ERX425465	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459118/ERR459118.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459118	wt_sample248
ERR459122	SAMEA2401331	ERX425469	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459122/ERR459122.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459122	wt_sample252
ERR459124	SAMEA2401333	ERX425471	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459124/ERR459124.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459124	wt_sample254
ERR459125	SAMEA2401334	ERX425472	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459125/ERR459125.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459125	wt_sample255
ERR459127	SAMEA2401336	ERX425474	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459127/ERR459127.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459127	wt_sample257
ERR459132	SAMEA2401341	ERX425479	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459132/ERR459132.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459132	wt_sample262
ERR459137	SAMEA2401346	ERX425484	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459137/ERR459137.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459137	wt_sample267
ERR459138	SAMEA2401347	ERX425485	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459138/ERR459138.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459138	wt_sample268
ERR459140	SAMEA2401349	ERX425487	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459140/ERR459140.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459140	wt_sample270
ERR459141	SAMEA2401350	ERX425488	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459141/ERR459141.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459141	wt_sample271
ERR459142	SAMEA2401351	ERX425489	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459142/ERR459142.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459142	wt_sample272
ERR459145	SAMEA2401354	ERX425492	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459145/ERR459145.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459145	wt_sample275
ERR459151	SAMEA2401360	ERX425498	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459151/ERR459151.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459151	wt_sample281
ERR459153	SAMEA2401362	ERX425500	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459153/ERR459153.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459153	wt_sample283
ERR459156	SAMEA2401365	ERX425503	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459156/ERR459156.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459156	wt_sample286
ERR459161	SAMEA2401370	ERX425508	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459161/ERR459161.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459161	wt_sample291
ERR459168	SAMEA2401377	ERX425515	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459168/ERR459168.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459168	wt_sample298
ERR459170	SAMEA2401379	ERX425517	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459170/ERR459170.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459170	wt_sample300
ERR459171	SAMEA2401380	ERX425518	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459171/ERR459171.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459171	wt_sample301
ERR459174	SAMEA2401383	ERX425521	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459174/ERR459174.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459174	wt_sample304
ERR459175	SAMEA2401384	ERX425522	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459175/ERR459175.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459175	wt_sample305
ERR459178	SAMEA2401387	ERX425525	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459178/ERR459178.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459178	wt_sample308
ERR459179	SAMEA2401388	ERX425526	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459179/ERR459179.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459179	wt_sample309
ERR459180	SAMEA2401389	ERX425527	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459180/ERR459180.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459180	wt_sample310
ERR459184	SAMEA2401393	ERX425531	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459184/ERR459184.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459184	wt_sample314
ERR459185	SAMEA2401394	ERX425532	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459185/ERR459185.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459185	wt_sample315
ERR459186	SAMEA2401395	ERX425533	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459186/ERR459186.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459186	wt_sample316
ERR459188	SAMEA2401397	ERX425535	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459188/ERR459188.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459188	wt_sample318
ERR459189	SAMEA2401398	ERX425536	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459189/ERR459189.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459189	wt_sample319
ERR459190	SAMEA2401399	ERX425537	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459190/ERR459190.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459190	wt_sample320
ERR459196	SAMEA2401405	ERX425543	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459196/ERR459196.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459196	wt_sample326
ERR459205	SAMEA2401414	ERX425552	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459205/ERR459205.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459205	wt_sample335
ERR459206	SAMEA2401415	ERX425553	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459206/ERR459206.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459206	wt_sample336
